"","subject","sex","age","session","trial","condition","baited_side","interest_period","max_x","min_x","median_x","mean_x","baitedX"
"278","Diara","f","24",2,15,"pointing","l","choice",412.51,176.53,278.45,289.215617977528,412.51
"279","Diara","f","24",2,15,"pointing","l","signaling",297.48,212.01,244.26,244.839719626168,297.48
"280","Django2","f","88",1,1,"throwing","l","addressing",216.39,202.28,213.6,211.141111111111,216.39
"281","Django2","f","88",1,1,"throwing","l","baiting",247.41,156.9,192.21,191.815419354839,247.41
"282","Django2","f","88",1,1,"throwing","l","bowl_displacement",261.81,103.04,199.465,197.125304878049,261.81
"283","Django2","f","88",1,1,"throwing","l","choice",217.41,5.87,139.735,109.549705882353,217.41
"284","Django2","f","88",1,1,"throwing","l","signaling",329.38,53.62,199.745,184.748666666667,329.38
"285","Django2","f","88",1,2,"throwing","r","addressing",265.72,219.97,258.15,253.419090909091,219.97
"286","Django2","f","88",1,2,"throwing","r","baiting",224.8,180.76,202.785,203.283591549296,180.76
"287","Django2","f","88",1,2,"throwing","r","bowl_displacement",268.15,146.42,212.015,218.517450980392,146.42
"288","Django2","f","88",1,2,"throwing","r","choice",259.51,8.66,104.35,116.707192982456,8.66
"289","Django2","f","88",1,2,"throwing","r","signaling",247.91,169.78,229.94,220.087254901961,169.78
"290","Django2","f","88",1,3,"control","l","addressing",264.37,186.66,251.03,243.322941176471,264.37
"291","Django2","f","88",1,3,"control","l","baiting",231.24,184.99,211.005,210.776666666667,231.24
"292","Django2","f","88",1,3,"control","l","bowl_displacement",217.55,119.64,192.925,175.840425531915,217.55
"293","Django2","f","88",1,3,"control","l","choice",239.87,9.87,161.555,144.3255,239.87
"294","Django2","f","88",1,3,"control","l","signaling",300.74,15.52,146.55,146.178837209302,300.74
"295","Django2","f","88",1,4,"throwing","r","addressing",184.83,178.32,178.96,179.701875,178.32
"296","Django2","f","88",1,4,"throwing","r","baiting",211.77,159.17,186.52,187.173265306122,159.17
"297","Django2","f","88",1,4,"throwing","r","bowl_displacement",235.29,169.83,191.14,195.589718309859,169.83
"298","Django2","f","88",1,4,"throwing","r","choice",217.07,34.62,116.6,130.053492063492,34.62
"299","Django2","f","88",1,4,"throwing","r","signaling",201.7,181.5,193.695,193.057142857143,181.5
"300","Django2","f","88",1,5,"throwing","l","addressing",226.56,221.55,225.03,224.353333333333,226.56
"301","Django2","f","88",1,5,"throwing","l","baiting",247.27,219.13,230.68,230.793655172414,247.27
"302","Django2","f","88",1,5,"throwing","l","bowl_displacement",268.02,109.81,226.48,215.009111111111,268.02
"303","Django2","f","88",1,5,"throwing","l","choice",214.78,46.46,126.88,121.636266666667,214.78
"304","Django2","f","88",1,5,"throwing","l","signaling",320.65,100.78,243.95,233.950377358491,320.65
"305","Django2","f","88",1,6,"throwing","r","addressing",215.19,197.83,208.05,207.131,197.83
"306","Django2","f","88",1,6,"throwing","r","baiting",247.43,198.26,219.905,220.073253012048,198.26
"307","Django2","f","88",1,6,"throwing","r","bowl_displacement",239.22,136.11,212.21,206.192342857143,136.11
"308","Django2","f","88",1,6,"throwing","r","choice",240.73,26.02,177.33,162.823733333333,26.02
"309","Django2","f","88",1,6,"throwing","r","signaling",225.31,197.91,204.36,207.354705882353,197.91
"310","Django2","f","88",1,7,"throwing","l","addressing",265.54,250.97,253.55,254.509,265.54
"311","Django2","f","88",1,7,"throwing","l","baiting",267.4,230.26,241.125,243.288310810811,267.4
"312","Django2","f","88",1,7,"throwing","l","bowl_displacement",276.2,209.7,249.06,248.15034965035,276.2
"313","Django2","f","88",1,7,"throwing","l","choice",265.59,30.38,148.22,168.362307692308,265.59
"314","Django2","f","88",1,7,"throwing","l","signaling",283.77,211.03,247.635,242.306891891892,283.77
"315","Django2","f","88",1,8,"control","r","addressing",184.74,180.85,182.26,182.076,180.85
"316","Django2","f","88",1,8,"control","r","baiting",254.23,157.9,218.265,218.8782,157.9
"317","Django2","f","88",1,8,"control","r","bowl_displacement",223.58,182.27,209.35,207.654036697248,182.27
"318","Django2","f","88",1,8,"control","r","choice",299.7,0.8,211.21,197.703008849558,0.8
"319","Django2","f","88",1,8,"control","r","signaling",254.93,186.9,212.76,212.522459016393,186.9
"320","Django2","f","88",1,9,"p+g","l","addressing",207.12,195.59,198.57,200.378333333333,207.12
"321","Django2","f","88",1,9,"p+g","l","baiting",215.22,67.99,195.92,192.81795620438,215.22
"322","Django2","f","88",1,9,"p+g","l","bowl_displacement",214.29,182.02,205.505,202.891226415094,214.29
"323","Django2","f","88",1,9,"p+g","l","choice",290.95,41.9,172.69,161.847209302326,290.95
"324","Django2","f","88",1,9,"p+g","l","signaling",336.64,10.16,215.98,210.287014925373,336.64
"325","Django2","f","88",1,10,"p+g","r","addressing",210.03,206.08,206.13,206.978461538462,206.08
"326","Django2","f","88",1,10,"p+g","r","baiting",240.04,202.61,224.12,224.218888888889,202.61
"327","Django2","f","88",1,10,"p+g","r","bowl_displacement",230.67,206.07,217.75,218.493619047619,206.07
"328","Django2","f","88",1,10,"p+g","r","choice",305.92,52.11,281.35,208.3609375,52.11
"329","Django2","f","88",1,10,"p+g","r","signaling",329.71,138.25,186.705,210.736323529412,138.25
"330","Django2","f","88",1,11,"p+g","l","addressing",215.43,208.97,209.42,210.960588235294,215.43
"331","Django2","f","88",1,11,"p+g","l","baiting",216.24,181.13,201.77,201.547210884354,216.24
"332","Django2","f","88",1,11,"p+g","l","bowl_displacement",227.26,158.25,212.37,203.318202247191,227.26
"333","Django2","f","88",1,11,"p+g","l","choice",310.23,85.3,119.45,142.67593220339,310.23
"334","Django2","f","88",1,11,"p+g","l","signaling",312.19,55.19,99.815,144.927714285714,312.19
"335","Django2","f","88",1,12,"p+g","r","addressing",221.26,213.95,217.17,217.192,213.95
"336","Django2","f","88",1,12,"p+g","r","baiting",242.32,215.26,226.54,227.034964028777,215.26
"337","Django2","f","88",1,12,"p+g","r","bowl_displacement",265.16,204.86,225.5,226.653617021277,204.86
"338","Django2","f","88",1,12,"p+g","r","choice",244.84,86.96,207.75,177.653636363636,86.96
"339","Django2","f","88",1,12,"p+g","r","signaling",223.7,191.66,206.385,207.75140625,191.66
"340","Django2","f","88",1,13,"control","l","addressing",176.26,165.49,167.74,169.614705882353,176.26
"341","Django2","f","88",1,13,"control","l","baiting",228.51,186.1,197.11,200.178832116788,228.51
"342","Django2","f","88",1,13,"control","l","bowl_displacement",200.54,167.75,183.91,183.197341772152,200.54
"343","Django2","f","88",1,13,"control","l","choice",264.23,54.84,212.61,195.108248175182,264.23
"344","Django2","f","88",1,13,"control","l","signaling",201.04,170.61,189.18,187.967627118644,201.04
"345","Django2","f","88",1,14,"p+g","r","addressing",143.32,18.96,41.47,51.6705882352941,18.96
"346","Django2","f","88",1,14,"p+g","r","baiting",357.14,182.91,235.64,237.454265734266,182.91
"347","Django2","f","88",1,14,"p+g","r","bowl_displacement",390.14,177.75,237.065,256.17256097561,177.75
"348","Django2","f","88",1,14,"p+g","r","choice",304.47,104.58,229.31,230.939481481481,104.58
"349","Django2","f","88",1,14,"p+g","r","signaling",221.61,84.92,206.125,187.522222222222,84.92
"350","Django2","f","88",1,15,"p+g","l","addressing",207.24,196.51,200.2,200.353529411765,207.24
"351","Django2","f","88",1,15,"p+g","l","baiting",231.49,191.74,214.175,213.248507462687,231.49
"352","Django2","f","88",1,15,"p+g","l","bowl_displacement",226.6,197.16,220.77,215.128409090909,226.6
"353","Django2","f","88",1,15,"p+g","l","choice",257.19,59.08,144.52,146.855857142857,257.19
"354","Django2","f","88",1,15,"p+g","l","signaling",374.08,107.85,238.695,252.226911764706,374.08
"355","Django2","f","89",2,1,"pointing","r","addressing",350.71,334.13,335.935,338.681666666667,334.13
"356","Django2","f","89",2,1,"pointing","r","baiting",353.77,172.1,312.76,304.54987755102,172.1
"357","Django2","f","89",2,1,"pointing","r","bowl_displacement",350.64,218.34,308.11,297.445483870968,218.34
"358","Django2","f","89",2,1,"pointing","r","choice",341.96,65.54,164.29,192.924035087719,65.54
"359","Django2","f","89",2,1,"pointing","r","signaling",359.81,310.87,336.11,335.692698412698,310.87
"360","Django2","f","89",2,2,"pointing","l","addressing",230.01,221.32,223.13,224.126923076923,230.01
"361","Django2","f","89",2,2,"pointing","l","baiting",324.47,101.85,235.585,228.862785714286,324.47
"362","Django2","f","89",2,2,"pointing","l","bowl_displacement",323.96,127.41,217.87,214.622588235294,323.96
"363","Django2","f","89",2,2,"pointing","l","choice",320.63,23.15,194.635,181.209107142857,320.63
"364","Django2","f","89",2,2,"pointing","l","signaling",384.87,92.92,235.08,225.594909090909,384.87
"365","Django2","f","89",2,3,"control","r","addressing",248.26,221.3,228.52,231.447727272727,221.3
"366","Django2","f","89",2,3,"control","r","baiting",315.86,169.73,248.82,239.862585034014,169.73
"367","Django2","f","89",2,3,"control","r","bowl_displacement",250.47,170.32,224.2,220.7615,170.32
"368","Django2","f","89",2,3,"control","r","choice",344.42,2.82,151.54,145.4072,2.82
"369","Django2","f","89",2,3,"control","r","signaling",488.62,14.15,375.04,317.648529411765,14.15
"370","Django2","f","89",2,4,"pointing","l","addressing",260.34,248.28,252.475,253.0075,260.34
"371","Django2","f","89",2,4,"pointing","l","baiting",326.77,161.78,294.22,290.157716535433,326.77
"372","Django2","f","89",2,4,"pointing","l","bowl_displacement",303.03,212.04,282.56,268.543536585366,303.03
"373","Django2","f","89",2,4,"pointing","l","choice",459.54,11.71,184.39,222.597049180328,459.54
"374","Django2","f","89",2,4,"pointing","l","signaling",504.49,76.55,279.59,278.193695652174,504.49
"375","Django2","f","89",2,5,"pointing","r","addressing",280.1,257.73,264.48,267.277777777778,257.73
"376","Django2","f","89",2,5,"pointing","r","baiting",371.14,238.55,344.55,335.591140939597,238.55
"377","Django2","f","89",2,5,"pointing","r","bowl_displacement",352.23,280.1,320.16,319.393703703704,280.1
"378","Django2","f","89",2,5,"pointing","r","choice",521.46,5.31,300.215,254.872884615385,5.31
"379","Django2","f","89",2,5,"pointing","r","signaling",309.65,155.44,290.22,269.960222222222,155.44
"380","Django2","f","89",2,6,"pointing","l","addressing",252.71,244.18,246.45,247.275454545455,252.71
"381","Django2","f","89",2,6,"pointing","l","baiting",323.69,208.46,296.28,287.559078947368,323.69
"382","Django2","f","89",2,6,"pointing","l","bowl_displacement",287.57,232.39,270.02,263.338815789474,287.57
"383","Django2","f","89",2,6,"pointing","l","choice",293.48,1.32,236.235,195.226891891892,293.48
"384","Django2","f","89",2,6,"pointing","l","signaling",337.41,240.71,256.88,276.92829787234,337.41
"385","Django2","f","89",2,7,"pointing","r","addressing",276.85,264.9,270.29,270.18347826087,264.9
"386","Django2","f","89",2,7,"pointing","r","baiting",289.39,237.31,261.38,261.588874172185,237.31
"387","Django2","f","89",2,7,"pointing","r","bowl_displacement",273.81,202.18,245.37,243.681807228916,202.18
"388","Django2","f","89",2,7,"pointing","r","choice",476.43,5.06,270.445,242.913970588235,5.06
"389","Django2","f","89",2,7,"pointing","r","signaling",280.75,231.49,269.78,264.725636363636,231.49
"390","Django2","f","89",2,8,"control","l","addressing",244.21,226.92,232.61,233.611764705882,244.21
"391","Django2","f","89",2,8,"control","l","baiting",400.21,331.58,364.17,363.776541353383,400.21
"392","Django2","f","89",2,8,"control","l","bowl_displacement",427.83,1.4,334.51,318.151666666667,427.83
"393","Django2","f","89",2,8,"control","l","choice",396.12,55.45,312.595,305.643103448276,396.12
"394","Django2","f","89",2,8,"control","l","signaling",303.24,246.5,277.02,278.613870967742,303.24
"395","Django2","f","89",2,9,"gazing","r","addressing",326.67,323.29,323.57,324.25,323.29
"396","Django2","f","89",2,9,"gazing","r","baiting",417.03,337.62,355.5,359.622937062937,337.62
"397","Django2","f","89",2,9,"gazing","r","bowl_displacement",370.17,327.61,346.025,346.1625,327.61
"398","Django2","f","89",2,9,"gazing","r","choice",361.28,6.08,336.43,312.226334519573,6.08
"399","Django2","f","89",2,9,"gazing","r","signaling",358.58,211.88,317.44,311.490727272727,211.88
"400","Django2","f","89",2,10,"gazing","r","addressing",318.68,296.52,299.79,302.081538461538,296.52
"401","Django2","f","89",2,10,"gazing","r","baiting",363.76,257.31,303.56,305.773121019108,257.31
"402","Django2","f","89",2,10,"gazing","r","bowl_displacement",344.91,246.06,264.06,275.292394366197,246.06
"403","Django2","f","89",2,10,"gazing","r","choice",374.19,53.79,236.12,232.933386243386,53.79
"404","Django2","f","89",2,10,"gazing","r","signaling",337.72,42.07,244.67,242.519270833333,42.07
"405","Django2","f","89",2,11,"gazing","l","addressing",348.55,311.4,341.71,337.335833333333,348.55
"406","Django2","f","89",2,11,"gazing","l","baiting",328.41,247.6,299.995,295.613309859155,328.41
"407","Django2","f","89",2,11,"gazing","l","bowl_displacement",368.53,243.82,288.835,300.957179487179,368.53
"408","Django2","f","89",2,11,"gazing","l","choice",384.46,7.54,335.05,296.918705882353,384.46
"409","Django2","f","89",2,11,"gazing","l","signaling",521.69,270.01,318.715,324.72179245283,521.69
"410","Django2","f","89",2,12,"gazing","l","addressing",321.36,305.44,314.17,312.952941176471,321.36
"411","Django2","f","89",2,12,"gazing","l","baiting",379.18,332.83,356.03,354.748837209302,379.18
"412","Django2","f","89",2,12,"gazing","l","bowl_displacement",347.34,316.83,327.735,330.225930232558,347.34
"413","Django2","f","89",2,12,"gazing","l","choice",390.15,10.27,321.06,291.069930555556,390.15
"414","Django2","f","89",2,12,"gazing","l","signaling",384.95,215.11,310.125,312.663524590164,384.95
"415","Django2","f","89",2,13,"control","r","addressing",333.85,328.12,332.61,331.481764705882,328.12
"416","Django2","f","89",2,13,"control","r","baiting",397.45,284.56,355.185,354.778409090909,284.56
"417","Django2","f","89",2,13,"control","r","bowl_displacement",346.7,264.6,337.17,331.784868421053,264.6
"418","Django2","f","89",2,13,"control","r","choice",428.95,37.74,336.01,306.285242718447,37.74
"419","Django2","f","89",2,13,"control","r","signaling",351.72,325.67,338.48,338.136779661017,325.67
"420","Django2","f","89",2,14,"gazing","r","addressing",430.58,423.78,425.38,426.170666666667,423.78
"421","Django2","f","89",2,14,"gazing","r","baiting",495.5,77.33,432.365,415.006940298507,77.33
"422","Django2","f","89",2,14,"gazing","r","bowl_displacement",466.16,290.94,417.62,403.194155844156,290.94
"423","Django2","f","89",2,14,"gazing","r","choice",448.46,9.12,401.05,315.426033057851,9.12
"424","Django2","f","89",2,14,"gazing","r","signaling",423.28,377.65,394.015,396.221818181818,377.65
"425","Django2","f","89",2,15,"gazing","l","addressing",189.69,162.92,168.08,172.100625,189.69
"426","Django2","f","89",2,15,"gazing","l","baiting",381.99,257.22,325.65,325.35932885906,381.99
"427","Django2","f","89",2,15,"gazing","l","bowl_displacement",346.55,141.75,285.31,275.665068493151,346.55
"428","Django2","f","89",2,15,"gazing","l","choice",371.36,18.56,279.295,272.886461538462,371.36
"429","Django2","f","89",2,15,"gazing","l","signaling",487.02,189.17,321.68,295.660625,487.02
"430","Edgar3","m","18",1,1,"gazing","l","addressing",174.19,165.27,168.085,168.5725,174.19
"431","Edgar3","m","18",1,1,"gazing","l","baiting",223.88,176.53,204.15,201.35630952381,223.88
"432","Edgar3","m","18",1,1,"gazing","l","bowl_displacement",318.51,169.18,190.26,205.624069767442,318.51
"433","Edgar3","m","18",1,1,"gazing","l","choice",343.3,103.22,183.44,204.722952380952,343.3
"434","Edgar3","m","18",1,1,"gazing","l","signaling",211.79,139.92,180.57,181.446494845361,211.79
"435","Edgar3","m","18",1,2,"gazing","r","addressing",193.23,186.65,188.07,188.728571428571,186.65
"436","Edgar3","m","18",1,2,"gazing","r","baiting",240.22,201.58,219.19,220.297852760736,201.58
"437","Edgar3","m","18",1,2,"gazing","r","bowl_displacement",284.59,184.82,203.205,215.51914893617,184.82
"438","Edgar3","m","18",1,2,"gazing","r","choice",312.32,107.35,212.1,215.802252252252,107.35
"439","Edgar3","m","18",1,2,"gazing","r","signaling",230.98,183.1,197.005,199.688909090909,183.1
"440","Edgar3","m","18",1,3,"control","l","addressing",119.46,110.29,116.72,115.378,119.46
"441","Edgar3","m","18",1,3,"control","l","baiting",168.73,128.32,155.385,152.854397590361,168.73
"442","Edgar3","m","18",1,3,"control","l","bowl_displacement",261.62,73.26,144.685,152.903636363636,261.62
"443","Edgar3","m","18",1,3,"control","l","choice",318.72,18.75,135.645,147.293018867925,318.72
"444","Edgar3","m","18",1,3,"control","l","signaling",127.26,115.96,123.805,122.620344827586,127.26
"445","Edgar3","m","18",1,4,"gazing","r","addressing",211.16,195.38,205.75,204.823846153846,195.38
"446","Edgar3","m","18",1,4,"gazing","r","baiting",283.61,178.97,250.4,247.820445859873,178.97
"447","Edgar3","m","18",1,4,"gazing","r","bowl_displacement",488.38,1.03,238.1,258.446575342466,1.03
"448","Edgar3","m","18",1,4,"gazing","r","choice",578.31,6.8,260.755,294.566186440678,6.8
"449","Edgar3","m","18",1,4,"gazing","r","signaling",264.56,133.77,204.6,201.381028037383,133.77
"450","Edgar3","m","18",1,5,"gazing","l","addressing",77.53,3.14,55.925,49.5757142857143,77.53
"451","Edgar3","m","18",1,5,"gazing","l","baiting",223.94,4.71,121.4,111.655108695652,223.94
"452","Edgar3","m","18",1,5,"gazing","l","bowl_displacement",294.36,15.12,133.2,130.318219178082,294.36
"453","Edgar3","m","18",1,5,"gazing","l","choice",504.36,6.98,101.21,178.041885245902,504.36
"454","Edgar3","m","18",1,5,"gazing","l","signaling",107.93,7.16,78.94,75.2143564356436,107.93
"455","Edgar3","m","18",1,6,"gazing","r","addressing",95.61,6.83,89.75,71.1226666666667,6.83
"456","Edgar3","m","18",1,6,"gazing","r","baiting",285.34,2.3,119.785,123.219662162162,2.3
"457","Edgar3","m","18",1,6,"gazing","r","bowl_displacement",265.91,23.87,114.67,133.939710144928,23.87
"458","Edgar3","m","18",1,6,"gazing","r","choice",618.07,0.25,93.365,134.538825757576,0.25
"459","Edgar3","m","18",1,6,"gazing","r","signaling",183.02,25.53,64.95,75.7984112149533,25.53
"460","Edgar3","m","18",1,7,"gazing","l","addressing",233.23,225.38,227.83,228.346470588235,233.23
"461","Edgar3","m","18",1,7,"gazing","l","baiting",324.2,198.1,264.145,262.242705882353,324.2
"462","Edgar3","m","18",1,7,"gazing","l","bowl_displacement",477.18,115.21,259.5,290.786428571429,477.18
"463","Edgar3","m","18",1,7,"gazing","l","choice",635.13,25.89,262.09,257.977685950413,635.13
