"","X","yarbus_file","trial","interest_period","subject","session","aoi","fixation_time","breed","age","sex","neutering_status","birth_date","test_date","condition","baited_side","correct","chosen_side","dark_green_bowl_side","ET_data","comment","chosen_bowl","correct_bowl","ip_duration","prop_fixation_time","experimenter"
"22277",22277,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0,"pb"
"22278",22278,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0,"pb"
"22279",22279,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0,"pb"
"22280",22280,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0,"pb"
"22281",22281,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0,"pb"
"22282",22282,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"torso",1243,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0.282243415077203,"pb"
"22283",22283,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0,"pb"
"22284",22284,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0,"pb"
"22285",22285,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0,"pb"
"22286",22286,"mobileET_ostension_mitos_s1_yarbus",7,"choice","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",4404,0,"pb"
"22287",22287,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0,"pb"
"22288",22288,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"face",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0,"pb"
"22289",22289,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"hand",169,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0.0920980926430518,"pb"
"22290",22290,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0,"pb"
"22291",22291,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0,"pb"
"22292",22292,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0,"pb"
"22293",22293,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0,"pb"
"22294",22294,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0,"pb"
"22295",22295,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"torso",1237,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0.674114441416894,"pb"
"22296",22296,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0,"pb"
"22297",22297,"mobileET_ostension_mitos_s1_yarbus",7,"signaling","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","pointing","r",1,"r","l",1,"","bright_green_bowl","bright_green_bowl",1835,0,"pb"
"22298",22298,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22299",22299,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22300",22300,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22301",22301,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22302",22302,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22303",22303,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"face",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22304",22304,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22305",22305,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22306",22306,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22307",22307,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"torso",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22308",22308,"mobileET_ostension_mitos_s1_yarbus",8,"addressing","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",400,0,"pb"
"22309",22309,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0,"pb"
"22310",22310,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"legs",133,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0.0252276176024279,"pb"
"22311",22311,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0,"pb"
"22312",22312,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"torso",461,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0.087443095599393,"pb"
"22313",22313,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0,"pb"
"22314",22314,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0,"pb"
"22315",22315,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0,"pb"
"22316",22316,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0,"pb"
"22317",22317,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0,"pb"
"22318",22318,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"face",1181,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0.224013657056146,"pb"
"22319",22319,"mobileET_ostension_mitos_s1_yarbus",8,"baiting","Mitos",1,"hand",135,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",5272,0.0256069802731411,"pb"
"22320",22320,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0,"pb"
"22321",22321,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"bright_green_bowl",102,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0.0325255102040816,"pb"
"22322",22322,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0,"pb"
"22323",22323,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0,"pb"
"22324",22324,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"torso",586,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0.186862244897959,"pb"
"22325",22325,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0,"pb"
"22326",22326,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0,"pb"
"22327",22327,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0,"pb"
"22328",22328,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"face",301,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0.0959821428571429,"pb"
"22329",22329,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0,"pb"
"22330",22330,"mobileET_ostension_mitos_s1_yarbus",8,"bowl_displacement","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",3136,0,"pb"
"22331",22331,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22332",22332,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22333",22333,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22334",22334,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22335",22335,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"torso",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22336",22336,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22337",22337,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"face",684,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0.280788177339901,"pb"
"22338",22338,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22339",22339,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22340",22340,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22341",22341,"mobileET_ostension_mitos_s1_yarbus",8,"choice","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2436,0,"pb"
"22342",22342,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22343",22343,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22344",22344,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22345",22345,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"dark_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22346",22346,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"face",955,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0.366884364195159,"pb"
"22347",22347,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22348",22348,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"occluder",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22349",22349,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22350",22350,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22351",22351,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"open_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22352",22352,"mobileET_ostension_mitos_s1_yarbus",8,"signaling","Mitos",1,"torso",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","control","l",0,"r","l",1,"","bright_green_bowl","dark_green_bowl",2603,0,"pb"
"22353",22353,"mobileET_ostension_mitos_s1_yarbus",9,"addressing","Mitos",1,"face",577,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",734,0.786103542234332,"pb"
"22354",22354,"mobileET_ostension_mitos_s1_yarbus",9,"addressing","Mitos",1,"handler",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",734,0,"pb"
"22355",22355,"mobileET_ostension_mitos_s1_yarbus",9,"addressing","Mitos",1,"hand",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",734,0,"pb"
"22356",22356,"mobileET_ostension_mitos_s1_yarbus",9,"addressing","Mitos",1,"torso",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",734,0,"pb"
"22357",22357,"mobileET_ostension_mitos_s1_yarbus",9,"addressing","Mitos",1,"legs",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",734,0,"pb"
"22358",22358,"mobileET_ostension_mitos_s1_yarbus",9,"addressing","Mitos",1,"hand/brightg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",734,0,"pb"
"22359",22359,"mobileET_ostension_mitos_s1_yarbus",9,"addressing","Mitos",1,"hand/darkg_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",734,0,"pb"
"22360",22360,"mobileET_ostension_mitos_s1_yarbus",9,"addressing","Mitos",1,"bright_green_bowl",0,"german_shephard",153,"m","neutered","04/01/2010","03/11/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",734,0,"pb"
